	# Busco id	Status	Sequence	Score	Length
482	349064at33208	Duplicated	NODE_29497_length_2824_cov_26.487459_g12496_i1:99-1280	401.1	303.0
483	349064at33208	Duplicated	NODE_31239_length_2730_cov_28.079037_g12496_i2:2630-1449	401.1	303.0
484	349064at33208	Duplicated	NODE_32033_length_2689_cov_28.014526_g12496_i3:2589-1408	401.1	303.0
485	349627at33208	Complete	NODE_90046_length_1203_cov_12.625664_g42701_i0:1150-161	243.6	236.0
486	351226at33208	Complete	NODE_3817_length_6790_cov_67.821944_g1793_i0:5782-4790	167.7	225.0
487	352600at33208	Duplicated	NODE_45303_length_2146_cov_40.437530_g19540_i0:2054-984	506.9	299.0
488	352600at33208	Duplicated	NODE_70896_length_1506_cov_147.247034_g19540_i1:91-1161	506.9	299.0
489	352854at33208	Duplicated	NODE_18932_length_3575_cov_584.666476_g2352_i2:140-1507	545.8	357.0
490	352854at33208	Duplicated	NODE_43333_length_2214_cov_342.492293_g18649_i0:168-1556	480.6	364.0
491	352854at33208	Duplicated	NODE_20236_length_3461_cov_555.578808_g2352_i3:140-1357	473.4	320.0
492	353286at33208	Complete	NODE_33227_length_2631_cov_195.654027_g14329_i0:2554-1130	368.9	303.0
493	353768at33208	Complete	NODE_57820_length_1789_cov_3747.284965_g25340_i0:1690-539	395.3	321.0
494	354829at33208	Duplicated	NODE_54156_length_1883_cov_6173.811602_g23615_i0:266-1252	544.4	282.0
495	354829at33208	Duplicated	NODE_59124_length_1757_cov_12417.058789_g23615_i1:374-1360	544.4	282.0
496	354829at33208	Duplicated	NODE_53931_length_1889_cov_109.184471_g23511_i0:55-1038	528.7	278.0
497	354949at33208	Complete	NODE_70392_length_1516_cov_12.541927_g31583_i0:125-1399	420.4	327.0
498	355210at33208	Complete	NODE_16152_length_3861_cov_39.516103_g7053_i0:87-1781	454.4	432.0
499	355739at33208	Complete	NODE_78619_length_1372_cov_10.434180_g36029_i0:1340-378	319.3	244.0
500	356175at33208	Complete	NODE_57835_length_1789_cov_98.113636_g25347_i0:89-1366	245.2	286.0
501	356334at33208	Complete	NODE_1411_length_8984_cov_44.706206_g737_i0:553-3477	671.2	722.0
502	356503at33208	Duplicated	NODE_90776_length_1193_cov_9.713393_g43144_i0:1130-141	374.8	271.0
503	356503at33208	Duplicated	NODE_46604_length_2104_cov_78.840965_g20120_i0:1775-837	362.1	260.0
504	357580at33208	Duplicated	NODE_83966_length_1289_cov_53.014803_g39103_i0:29-1060	402.1	252.0
505	357580at33208	Duplicated	NODE_73816_length_1452_cov_277.229152_g33382_i0:1259-222	390.5	252.0
506	359075at33208	Duplicated	NODE_46116_length_2120_cov_42.817294_g19916_i0:2034-73	427.6	415.0
507	359075at33208	Duplicated	NODE_34389_length_2576_cov_95.099880_g14828_i0:2386-719	401.5	414.0
508	359324at33208	Duplicated	NODE_18724_length_3594_cov_63.251065_g8137_i0:285-1280	271.8	211.0
509	359324at33208	Duplicated	NODE_63828_length_1650_cov_41.178186_g28309_i0:1528-440	256.3	211.0
510	359369at33208	Duplicated	NODE_77782_length_1385_cov_65.259146_g35571_i0:122-973	310.6	242.0
511	359369at33208	Duplicated	NODE_47879_length_2064_cov_96.372175_g20727_i0:1822-947	286.2	246.0
512	359532at33208	Complete	NODE_36013_length_2501_cov_50.548600_g15554_i0:2373-892	493.7	426.0
513	360379at33208	Complete	NODE_53854_length_1891_cov_21.372937_g20997_i2:1568-258	268.4	223.0
514	360753at33208	Complete	NODE_2759_length_7471_cov_64.494458_g1354_i0:933-1829	333.9	232.0
515	361100at33208	Duplicated	NODE_20319_length_3455_cov_45.298936_g8791_i0:279-1205	429.9	269.0
516	361100at33208	Duplicated	NODE_44566_length_2171_cov_249.722593_g19205_i0:1854-183	368.1	269.0
517	361100at33208	Duplicated	NODE_45402_length_2143_cov_253.432850_g19205_i2:1826-183	368.1	269.0
518	361100at33208	Duplicated	NODE_74122_length_1447_cov_403.905386_g19205_i3:1133-183	368.1	269.0
519	361203at33208	Duplicated	NODE_68905_length_1544_cov_138.263086_g30822_i0:1497-145	533.9	384.0
520	361203at33208	Duplicated	NODE_62041_length_1689_cov_1425.816213_g27412_i0:1442-105	469.0	386.0
521	361216at33208	Duplicated	NODE_32572_length_2663_cov_40.041699_g14062_i0:2532-904	332.8	295.0
522	361216at33208	Duplicated	NODE_55363_length_1852_cov_18.730748_g24188_i0:75-1628	284.0	299.0
523	363634at33208	Complete	NODE_59188_length_1756_cov_195.518717_g26000_i0:166-1089	213.9	206.0
524	363840at33208	Complete	NODE_40400_length_2324_cov_5.191470_g17418_i0:2193-901	260.7	298.0
525	363851at33208	Duplicated	NODE_32426_length_2669_cov_21156.077427_g13992_i0:98-2020	310.5	304.0
526	363851at33208	Duplicated	NODE_49846_length_2004_cov_70.353185_g21616_i0:1982-474	305.3	282.0
527	364383at33208	Duplicated	NODE_58231_length_1779_cov_195.052169_g25534_i0:35-1207	457.0	333.0
528	364383at33208	Duplicated	NODE_51502_length_1955_cov_819.968650_g22369_i0:288-1454	452.6	333.0
529	364694at33208	Duplicated	NODE_15850_length_3895_cov_813.118263_g6928_i0:3834-1858	697.7	525.0
530	364694at33208	Duplicated	NODE_17764_length_3691_cov_238.762852_g7742_i0:3556-2249	602.2	313.0
531	364694at33208	Duplicated	NODE_22888_length_3251_cov_286.229075_g7742_i2:3116-1809	602.2	313.0
532	365323at33208	Complete	NODE_35241_length_2537_cov_60.644886_g15209_i0:2270-1296	395.3	287.0
533	365561at33208	Duplicated	NODE_59248_length_1755_cov_21.906064_g26037_i0:73-1311	619.4	360.0
534	365561at33208	Duplicated	NODE_52317_length_1932_cov_112.288865_g22742_i0:264-1517	608.4	360.0
535	365691at33208	Duplicated	NODE_9062_length_4960_cov_55.431144_g4054_i0:623-1900	255.1	229.0
536	365691at33208	Duplicated	NODE_106132_length_1015_cov_5.015924_g53193_i0:1-711	246.5	188.0
537	366124at33208	Complete	NODE_36251_length_2491_cov_13.677833_g15658_i0:2269-1313	285.7	236.0
538	366814at33208	Duplicated	NODE_50949_length_1972_cov_55.652975_g22112_i0:51-1457	568.0	383.0
539	366814at33208	Duplicated	NODE_11616_length_4492_cov_18.054085_g5125_i0:4422-3058	547.4	374.0
540	366936at33208	Duplicated	NODE_24606_length_3130_cov_57.940792_g10609_i0:2505-1624	452.3	218.0
541	366936at33208	Duplicated	NODE_20779_length_3415_cov_155.192998_g8979_i0:3381-2500	450.7	215.0
542	367493at33208	Duplicated	NODE_28547_length_2878_cov_103.024242_g12319_i0:237-1769	398.0	334.0
543	367493at33208	Duplicated	NODE_27137_length_2960_cov_42.867683_g11705_i0:2868-1396	380.8	304.0
544	367551at33208	Duplicated	NODE_26275_length_3015_cov_199.037050_g11324_i0:318-2585	564.7	406.0
545	367551at33208	Duplicated	NODE_25375_length_3078_cov_85.714143_g10921_i0:175-2499	561.9	377.0
547	367957at33208	Duplicated	NODE_34249_length_2582_cov_135.268234_g14772_i0:33-1286	449.9	293.0
548	367957at33208	Duplicated	NODE_37979_length_2418_cov_291.797015_g16380_i0:2187-997	408.9	286.0
549	368565at33208	Duplicated	NODE_60573_length_1724_cov_180.242277_g26677_i0:203-1612	552.6	329.0
550	368565at33208	Duplicated	NODE_3584_length_6911_cov_45.107634_g1689_i0:5613-4462	494.7	317.0
551	368565at33208	Duplicated	NODE_3675_length_6868_cov_46.114496_g1689_i1:5570-4419	494.7	317.0
552	368670at33208	Duplicated	NODE_3741_length_6833_cov_62.572485_g1460_i1:3021-1708	319.8	210.0
553	368670at33208	Duplicated	NODE_121569_length_875_cov_2.266833_g64617_i0:689-0	313.8	184.0
554	368670at33208	Duplicated	NODE_3029_length_7272_cov_58.216419_g1460_i0:3385-1702	302.4	210.0
555	368875at33208	Complete	NODE_74425_length_1442_cov_192.457999_g33711_i0:46-831	262.5	197.0
556	371241at33208	Duplicated	NODE_39182_length_2370_cov_59.731824_g16901_i0:435-1286	257.0	177.0
557	371241at33208	Duplicated	NODE_37965_length_2419_cov_38.294118_g9208_i4:214-1194	247.0	176.0
558	371297at33208	Duplicated	NODE_62910_length_1670_cov_84.530369_g27851_i0:1582-521	573.5	328.0
559	371297at33208	Duplicated	NODE_72976_length_1467_cov_19.472023_g32911_i0:25-1077	562.8	328.0
560	371526at33208	Duplicated	NODE_40726_length_2311_cov_13.417784_g17546_i0:149-1000	494.3	242.0
561	371526at33208	Duplicated	NODE_44704_length_2167_cov_45.829513_g19277_i0:73-924	423.9	247.0
562	372257at33208	Complete	NODE_66375_length_1596_cov_63.420223_g29573_i0:1216-317	269.7	219.0
563	372707at33208	Duplicated	NODE_47847_length_2065_cov_120.963855_g20706_i0:70-960	392.6	245.0
564	372707at33208	Duplicated	NODE_49044_length_2030_cov_113.406234_g20706_i1:70-960	392.6	245.0
565	372707at33208	Duplicated	NODE_49683_length_2009_cov_125.589876_g20706_i2:70-960	392.6	245.0
566	372707at33208	Duplicated	NODE_24535_length_3135_cov_151.039517_g10584_i0:3040-2189	385.9	236.0
567	372707at33208	Duplicated	NODE_24906_length_3110_cov_155.782351_g10584_i2:94-945	385.9	236.0
568	373040at33208	Duplicated	NODE_55811_length_1839_cov_165.398641_g24413_i0:1747-287	444.6	251.0
569	373040at33208	Duplicated	NODE_62549_length_1678_cov_170.484735_g27658_i0:1565-405	441.9	250.0
570	376982at33208	Duplicated	NODE_29904_length_2801_cov_370.405425_g12922_i0:68-1004	477.6	251.0
571	376982at33208	Duplicated	NODE_55123_length_1857_cov_496.019058_g12922_i1:68-1004	477.6	251.0
572	376982at33208	Duplicated	NODE_50184_length_1994_cov_121.862051_g21764_i0:1634-702	469.6	251.0
573	378033at33208	Duplicated	NODE_20636_length_3427_cov_10.214967_g8913_i0:3313-1463	418.9	418.0
574	378033at33208	Duplicated	NODE_16727_length_3793_cov_153.294624_g7299_i0:492-2426	369.9	408.0
575	378033at33208	Duplicated	NODE_18327_length_3632_cov_155.839000_g7299_i1:492-2426	369.9	408.0
576	378033at33208	Duplicated	NODE_24828_length_3115_cov_129.338593_g7299_i2:2622-688	369.9	408.0
577	378316at33208	Duplicated	NODE_27399_length_2943_cov_117.771429_g11822_i0:2570-1566	465.7	275.0
578	378316at33208	Duplicated	NODE_79221_length_1362_cov_60.287820_g36368_i0:91-1095	441.7	268.0
579	378768at33208	Duplicated	NODE_88124_length_1230_cov_30.493518_g41545_i0:1110-190	494.5	260.0
580	378768at33208	Duplicated	NODE_81241_length_1330_cov_94.245028_g37530_i0:113-1000	446.4	260.0
581	378913at33208	Duplicated	NODE_18163_length_3650_cov_32.802348_g2321_i9:10-786	198.5	150.0
582	378913at33208	Duplicated	NODE_51048_length_1969_cov_16.544304_g22164_i0:1602-955	186.5	151.0
583	379076at33208	Complete	NODE_74480_length_1441_cov_102.099415_g33737_i0:1328-264	164.6	208.0
584	379636at33208	Duplicated	NODE_54752_length_1866_cov_277.296152_g23883_i0:1647-532	347.2	295.0
585	379636at33208	Duplicated	NODE_48451_length_2047_cov_1022.719352_g20972_i0:1901-768	328.3	295.0
586	379636at33208	Duplicated	NODE_52508_length_1926_cov_1092.895305_g20972_i1:1780-647	328.3	295.0
587	379771at33208	Complete	NODE_36079_length_2499_cov_17.814922_g15588_i0:2018-255	264.2	230.0
588	380583at33208	Duplicated	NODE_54732_length_1867_cov_33.355630_g23875_i0:1451-516	466.9	273.0
589	380583at33208	Duplicated	NODE_53536_length_1899_cov_217.713582_g23328_i0:1737-781	452.2	272.0
590	381303at33208	Complete	NODE_16843_length_3782_cov_455.314101_g7343_i0:3428-1971	179.5	220.0
591	382000at33208	Duplicated	NODE_10962_length_4599_cov_16.024304_g4852_i0:85-1458	146.3	224.0
592	382000at33208	Duplicated	NODE_45570_length_2138_cov_79.531235_g19664_i0:224-1309	127.8	255.0
593	382262at33208	Complete	NODE_27474_length_2938_cov_50.641187_g11852_i0:2858-660	118.1	221.0
594	382750at33208	Duplicated	NODE_56244_length_1828_cov_8.433048_g24625_i0:1725-172	389.5	339.0
595	382750at33208	Duplicated	NODE_25255_length_3087_cov_47.349701_g10875_i0:155-1723	354.5	332.0
596	383313at33208	Complete	NODE_18822_length_3586_cov_97.705380_g8175_i0:60-1268	381.8	297.0
597	384187at33208	Duplicated	NODE_37464_length_2439_cov_101.396450_g16173_i0:2381-720	674.8	429.0
598	384187at33208	Duplicated	NODE_34843_length_2555_cov_24.042305_g15035_i0:8-1411	589.4	370.0
599	384187at33208	Duplicated	NODE_36100_length_2498_cov_26.413608_g15035_i1:2489-1086	589.4	370.0
600	386666at33208	Complete	NODE_51959_length_1942_cov_22.412520_g22572_i0:1832-345	136.4	198.0
601	387079at33208	Duplicated	NODE_26492_length_3000_cov_136.172873_g11427_i0:48-1265	270.0	225.0
602	387079at33208	Duplicated	NODE_67449_length_1573_cov_109.338667_g30103_i0:75-1166	229.7	240.0
603	387079at33208	Duplicated	NODE_68455_length_1553_cov_111.595270_g30103_i1:1477-386	229.7	240.0
604	387117at33208	Duplicated	NODE_43175_length_2221_cov_35.500931_g18585_i0:352-1485	245.7	213.0
605	387117at33208	Duplicated	NODE_48513_length_2046_cov_39.704511_g18585_i1:352-1485	245.7	213.0
606	387117at33208	Duplicated	NODE_41218_length_2291_cov_41.903066_g17750_i0:947-1966	209.7	210.0
607	387878at33208	Duplicated	NODE_40452_length_2322_cov_31.324589_g17440_i0:55-1576	419.9	338.0
608	387878at33208	Duplicated	NODE_5256_length_6105_cov_157.513760_g2418_i0:5805-4351	368.6	341.0
609	389367at33208	Duplicated	NODE_42596_length_2241_cov_63.229244_g18340_i0:2089-1142	384.5	240.0
610	389367at33208	Duplicated	NODE_33464_length_2618_cov_118.554028_g14429_i0:2548-1607	367.2	243.0
611	389367at33208	Duplicated	NODE_34104_length_2588_cov_125.365805_g14429_i2:2518-1577	367.2	243.0
612	389527at33208	Complete	NODE_21795_length_3334_cov_49.401104_g9409_i0:138-2489	691.8	635.0
613	389570at33208	Duplicated	NODE_68923_length_1544_cov_15.579198_g30832_i0:167-1524	461.0	321.0
614	389570at33208	Duplicated	NODE_54503_length_1873_cov_81.446111_g23776_i0:271-1527	455.3	321.0
615	389591at33208	Duplicated	NODE_80200_length_1346_cov_135.896308_g36945_i0:1252-356	252.8	223.0
616	389591at33208	Duplicated	NODE_12074_length_4415_cov_30.733533_g5330_i0:4034-3138	231.1	236.0
617	389591at33208	Duplicated	NODE_46035_length_2123_cov_29.567317_g5330_i3:1742-846	231.1	236.0
618	390192at33208	Duplicated	NODE_10069_length_4770_cov_51.896317_g2841_i2:4639-3440	421.3	315.0
619	390192at33208	Duplicated	NODE_26558_length_2995_cov_89.862765_g2841_i13:130-1329	421.3	315.0
620	390192at33208	Duplicated	NODE_6196_length_5738_cov_62.351103_g2841_i0:5607-4408	421.3	315.0
621	390192at33208	Duplicated	NODE_8591_length_5068_cov_50.515315_g2841_i1:4937-3738	421.3	315.0
622	390192at33208	Duplicated	NODE_55974_length_1835_cov_98.046538_g24490_i0:1530-328	375.7	315.0
623	390402at33208	Duplicated	NODE_27165_length_2958_cov_234.415251_g11717_i0:2803-1934	338.4	235.0
624	390402at33208	Duplicated	NODE_30985_length_2743_cov_233.533333_g11717_i2:2588-1719	338.4	235.0
625	390402at33208	Duplicated	NODE_55250_length_1854_cov_137.158899_g24138_i0:33-887	290.5	235.0
626	391896at33208	Duplicated	NODE_18643_length_3601_cov_163.026077_g8101_i0:215-1267	421.3	263.0
627	391896at33208	Duplicated	NODE_40184_length_2332_cov_55.877822_g8101_i2:215-1267	421.3	263.0
628	393219at33208	Duplicated	NODE_1277_length_9241_cov_30.664267_g670_i0:9118-8126	225.0	268.0
629	393219at33208	Duplicated	NODE_46730_length_2100_cov_49.910212_g670_i2:1991-873	224.4	223.0
630	393219at33208	Duplicated	NODE_74359_length_1443_cov_72.251825_g33671_i0:1271-273	218.6	238.0
631	393291at33208	Duplicated	NODE_25489_length_3070_cov_9.515849_g10975_i0:798-1928	516.8	302.0
632	393291at33208	Duplicated	NODE_43393_length_2212_cov_128.472183_g3918_i2:353-1498	498.1	300.0
633	393291at33208	Duplicated	NODE_53540_length_1899_cov_88.896495_g3918_i3:356-1432	468.7	289.0
634	393419at33208	Complete	NODE_47765_length_2068_cov_33.613033_g20671_i0:85-1692	518.1	426.0
635	393895at33208	Duplicated	NODE_30558_length_2766_cov_465.190494_g13192_i0:243-1655	699.8	425.0
636	393895at33208	Duplicated	NODE_35806_length_2510_cov_124.323759_g15471_i0:2384-912	698.3	423.0
637	393895at33208	Duplicated	NODE_36798_length_2466_cov_125.173840_g15471_i2:2340-868	698.3	423.0
638	395147at33208	Complete	NODE_45634_length_2136_cov_19.268056_g19700_i0:165-1484	276.7	230.0
639	395183at33208	Duplicated	NODE_34375_length_2577_cov_25.217252_g14820_i0:93-1409	301.3	173.0
640	395183at33208	Duplicated	NODE_38104_length_2414_cov_36.464331_g16439_i0:338-1504	268.8	172.0
641	395556at33208	Duplicated	NODE_91069_length_1189_cov_59.194444_g43322_i0:150-1130	321.8	247.0
642	395556at33208	Duplicated	NODE_82680_length_1308_cov_14.602429_g38340_i0:1202-237	299.8	254.0
643	395919at33208	Complete	NODE_13396_length_4218_cov_14.451870_g5864_i0:1183-3165	349.8	273.0
644	395948at33208	Duplicated	NODE_4731_length_6337_cov_27.417784_g2142_i1:5526-3664	336.6	291.0
645	395948at33208	Duplicated	NODE_4596_length_6395_cov_26.401613_g2142_i0:5536-4739	300.4	198.0
646	395948at33208	Duplicated	NODE_15447_length_3945_cov_30.856405_g6749_i0:3424-1526	287.2	281.0
647	396237at33208	Duplicated	NODE_69050_length_1541_cov_318.299046_g29370_i1:178-1128	251.3	256.0
648	396237at33208	Duplicated	NODE_24820_length_3116_cov_34.309563_g10686_i0:1595-2608	230.5	255.0
649	396237at33208	Duplicated	NODE_65957_length_1605_cov_286.634465_g29370_i0:326-1192	229.8	200.0
650	397019at33208	Duplicated	NODE_44245_length_2183_cov_57.483412_g19055_i0:2127-943	567.7	323.0
651	397019at33208	Duplicated	NODE_54013_length_1887_cov_97.340132_g23548_i0:152-1276	565.1	303.0
652	397659at33208	Duplicated	NODE_36730_length_2469_cov_42.335142_g4009_i5:2397-868	340.0	328.0
653	397659at33208	Duplicated	NODE_8967_length_4981_cov_56.108802_g4009_i0:4909-3380	340.0	328.0
654	397659at33208	Duplicated	NODE_9061_length_4960_cov_56.229179_g4009_i1:4888-3359	340.0	328.0
655	397659at33208	Duplicated	NODE_53462_length_1901_cov_158.561269_g16576_i2:378-1898	317.0	321.0
656	397659at33208	Duplicated	NODE_55624_length_1844_cov_164.062676_g16576_i3:321-1841	317.0	321.0
657	397659at33208	Duplicated	NODE_38428_length_2400_cov_156.914912_g16576_i0:10-1533	317.0	321.0
658	398013at33208	Duplicated	NODE_3733_length_6839_cov_101.231156_g1677_i1:5665-6606	519.4	278.0
659	398013at33208	Duplicated	NODE_7141_length_5436_cov_78.750886_g3265_i0:5355-4411	503.2	278.0
660	398202at33208	Duplicated	NODE_16452_length_3824_cov_14.528392_g7180_i0:3720-2554	302.0	279.0
661	398202at33208	Duplicated	NODE_45350_length_2145_cov_10.897683_g7180_i1:103-1098	279.7	254.0
662	398607at33208	Duplicated	NODE_117313_length_910_cov_19.707288_g61366_i0:52-825	360.6	219.0
663	398607at33208	Duplicated	NODE_59426_length_1751_cov_62.042908_g684_i54:238-1017	354.3	218.0
664	398607at33208	Duplicated	NODE_70372_length_1516_cov_43.825364_g684_i60:238-1017	354.3	218.0
665	399092at33208	Duplicated	NODE_10730_length_4639_cov_134.440867_g4738_i0:4423-3542	283.0	181.0
666	399092at33208	Duplicated	NODE_11377_length_4528_cov_143.956004_g4738_i1:4312-3431	283.0	181.0
667	399092at33208	Duplicated	NODE_57100_length_1806_cov_887.612810_g24992_i0:183-1073	278.1	180.0
668	399439at33208	Duplicated	NODE_38676_length_2390_cov_111.914545_g16684_i0:1965-1216	170.1	172.0
669	399439at33208	Duplicated	NODE_37937_length_2420_cov_46.563698_g15741_i1:314-1249	153.7	171.0
670	400042at33208	Duplicated	NODE_64261_length_1640_cov_479.600511_g28525_i0:387-1436	259.3	273.0
671	400042at33208	Duplicated	NODE_40834_length_2306_cov_508.720555_g17587_i0:2162-1137	252.2	280.0
672	401196at33208	Duplicated	NODE_72713_length_1472_cov_125.844889_g32774_i0:1167-358	230.2	168.0
673	401196at33208	Duplicated	NODE_79534_length_1357_cov_97.045950_g36555_i0:1084-266	225.3	170.0
674	401220at33208	Complete	NODE_31067_length_2739_cov_109.924231_g13401_i0:906-2147	440.3	379.0
675	401679at33208	Duplicated	NODE_38059_length_2415_cov_277.863792_g16420_i0:628-1161	67.4	88.0
676	401679at33208	Duplicated	NODE_36850_length_2464_cov_125.224174_g2613_i13:60-1097	66.1	68.0
677	401779at33208	Duplicated	NODE_12852_length_4299_cov_157.939896_g5654_i0:4240-3236	470.8	275.0
678	401779at33208	Duplicated	NODE_55342_length_1852_cov_176.119730_g21951_i3:185-1162	454.9	264.0
679	401779at33208	Duplicated	NODE_50608_length_1982_cov_187.827135_g21951_i0:185-1168	454.8	264.0
680	401779at33208	Duplicated	NODE_52312_length_1932_cov_233.566434_g21951_i1:1746-763	454.8	264.0
681	401779at33208	Duplicated	NODE_53345_length_1904_cov_239.137630_g21951_i2:1718-735	454.8	264.0
682	403171at33208	Complete	NODE_14535_length_4065_cov_220.000000_g696_i31:3939-2329	284.6	350.0
683	403817at33208	Duplicated	NODE_60263_length_1731_cov_1888.838963_g26539_i0:492-1415	60.3	111.0
684	403817at33208	Duplicated	NODE_24478_length_3139_cov_52.425310_g10558_i0:712-1629	54.5	128.0
685	404988at33208	Duplicated	NODE_35263_length_2536_cov_43.253756_g15220_i0:2454-1135	282.0	299.0
686	404988at33208	Duplicated	NODE_37760_length_2427_cov_106.561597_g16293_i0:39-1985	243.2	292.0
687	405257at33208	Duplicated	NODE_21221_length_3380_cov_47.524040_g9169_i0:3371-1692	385.4	348.0
688	405257at33208	Duplicated	NODE_13293_length_4233_cov_43.833413_g5830_i0:146-1669	342.2	350.0
689	405257at33208	Duplicated	NODE_15120_length_3986_cov_53.088423_g5830_i1:146-1669	342.2	350.0
690	405257at33208	Duplicated	NODE_15617_length_3927_cov_45.618319_g5830_i2:146-1669	342.2	350.0
691	406927at33208	Duplicated	NODE_18031_length_3663_cov_17.677437_g7855_i0:10-603	147.6	124.0
692	406927at33208	Duplicated	NODE_30614_length_2763_cov_45.266171_g13220_i0:702-1340	146.4	130.0
693	407472at33208	Complete	NODE_32466_length_2668_cov_47.571484_g14010_i0:2054-453	511.9	366.0
694	409006at33208	Duplicated	NODE_60950_length_1715_cov_44.303289_g26862_i0:109-1311	296.3	317.0
695	409006at33208	Duplicated	NODE_94616_length_1144_cov_13.285714_g45547_i0:4-729	257.2	201.0
696	409186at33208	Duplicated	NODE_39959_length_2341_cov_49.712522_g17230_i0:100-2226	415.0	477.0
697	409186at33208	Duplicated	NODE_1793_length_8422_cov_77.904539_g539_i3:6031-8325	360.0	597.0
698	411515at33208	Duplicated	NODE_15216_length_3974_cov_62.992566_g6650_i0:162-1112	364.5	262.0
699	411515at33208	Duplicated	NODE_4378_length_6494_cov_158.996107_g460_i2:766-1662	323.9	260.0
700	411664at33208	Duplicated	NODE_76216_length_1411_cov_64.824365_g33868_i1:246-1364	138.6	197.0
701	411664at33208	Duplicated	NODE_78594_length_1372_cov_66.337182_g33868_i2:207-1325	138.6	197.0
702	411664at33208	Duplicated	NODE_74718_length_1436_cov_410.699927_g33868_i0:268-1389	138.6	197.0
703	411664at33208	Duplicated	NODE_95293_length_1136_cov_5.523048_g45982_i0:972-331	119.2	165.0
704	411755at33208	Duplicated	NODE_2283_length_7885_cov_128.405914_g1147_i0:4-1440	514.3	383.0
705	411755at33208	Duplicated	NODE_43083_length_2224_cov_121.937703_g3463_i5:74-1426	494.9	375.0
706	411755at33208	Duplicated	NODE_7677_length_5295_cov_72.334546_g3463_i0:5220-3973	452.3	341.0
707	412370at33208	Duplicated	NODE_103088_length_1047_cov_29.685832_g42745_i1:0-662	105.8	126.0
708	412370at33208	Duplicated	NODE_90112_length_1202_cov_16.779451_g42745_i0:1201-539	105.8	126.0
709	412370at33208	Duplicated	NODE_80220_length_1346_cov_18.319717_g36957_i0:619-2	102.3	138.0
710	412370at33208	Duplicated	NODE_73650_length_1455_cov_94.848770_g21580_i1:108-863	94.3	133.0
711	412542at33208	Complete	NODE_66760_length_1588_cov_58.389439_g29765_i0:504-1379	354.7	232.0
712	412930at33208	Duplicated	NODE_31674_length_2708_cov_38.401898_g13678_i0:161-1450	332.0	269.0
713	412930at33208	Duplicated	NODE_9287_length_4919_cov_78.600289_g4139_i0:34-1368	315.6	301.0
714	413334at33208	Complete	NODE_45130_length_2152_cov_38.270322_g19466_i0:2149-1094	298.9	276.0
715	414001at33208	Duplicated	NODE_10565_length_4676_cov_172.521182_g4668_i0:91-1080	445.6	275.0
716	414001at33208	Duplicated	NODE_10873_length_4615_cov_174.459930_g4668_i1:91-1080	445.6	275.0
717	414001at33208	Duplicated	NODE_11007_length_4592_cov_175.557424_g4668_i2:91-1080	445.6	275.0
718	414001at33208	Duplicated	NODE_74125_length_1447_cov_280.146288_g33549_i0:1253-342	423.1	274.0
719	414571at33208	Duplicated	NODE_67720_length_1568_cov_17.341137_g30033_i1:179-1132	442.8	250.0
720	414571at33208	Duplicated	NODE_67318_length_1576_cov_20.218896_g30033_i0:179-1132	442.8	250.0
721	414579at33208	Duplicated	NODE_85829_length_1262_cov_15.632464_g40192_i0:1139-267	365.5	249.0
722	414579at33208	Duplicated	NODE_89232_length_1214_cov_15.372480_g40192_i1:1091-219	365.5	249.0
723	414579at33208	Duplicated	NODE_60903_length_1716_cov_49.307365_g26842_i0:1328-456	324.2	248.0
724	414603at33208	Duplicated	NODE_17909_length_3677_cov_14.700888_g7802_i0:3524-1434	483.0	477.0
725	414603at33208	Duplicated	NODE_26399_length_3006_cov_67.764064_g11382_i0:225-2162	458.3	488.0
726	415618at33208	Duplicated	NODE_52751_length_1920_cov_21.164591_g22938_i0:1409-576	240.5	179.0
727	415618at33208	Duplicated	NODE_29308_length_2836_cov_15.053927_g12649_i0:854-1903	230.8	213.0
728	416175at33208	Duplicated	NODE_27913_length_2911_cov_75.525370_g12049_i0:2681-1821	333.0	261.0
729	416175at33208	Duplicated	NODE_70219_length_1519_cov_62.629322_g12049_i3:1289-429	333.0	261.0
730	416175at33208	Duplicated	NODE_11526_length_4506_cov_145.104895_g5090_i0:448-1413	327.4	255.0
731	416175at33208	Duplicated	NODE_12084_length_4413_cov_145.393318_g5090_i1:448-1413	327.4	255.0
732	416175at33208	Duplicated	NODE_22869_length_3253_cov_132.411321_g5090_i3:793-1410	305.3	195.0
733	418979at33208	Duplicated	NODE_50851_length_1975_cov_1377.677182_g22070_i0:649-1215	227.5	168.0
734	418979at33208	Duplicated	NODE_51737_length_1948_cov_1414.902933_g22070_i1:622-1188	227.5	168.0
735	418979at33208	Duplicated	NODE_90566_length_1195_cov_1687.521390_g22070_i7:87-653	227.5	168.0
736	418979at33208	Duplicated	NODE_50855_length_1975_cov_282.550473_g12351_i1:1870-1313	219.3	156.0
737	418979at33208	Duplicated	NODE_81021_length_1333_cov_1105.571429_g37411_i0:5-499	214.1	151.0
738	419502at33208	Complete	NODE_85877_length_1261_cov_158.839226_g40227_i0:1170-337	303.0	229.0
739	419914at33208	Duplicated	NODE_9826_length_4815_cov_202.349852_g4360_i0:380-1648	359.0	324.0
740	419914at33208	Duplicated	NODE_62855_length_1671_cov_63.893617_g27817_i0:311-1594	344.2	331.0
741	421396at33208	Duplicated	NODE_42341_length_2249_cov_346.508272_g18237_i0:2120-1242	386.1	237.0
