go	cluster	parent	parentSimScore	score	size	term	parentTerm
GO:0044093	3	GO:1902380	0.653	12.0757207139381	0	positive regulation of molecular function	positive regulation of endoribonuclease activity
GO:0046907	24	GO:0006839	0.477	12.0315170514461	20	intracellular transport	mitochondrial transport
GO:0062197	16	GO:0043618	0.465	12.0132282657338	0	cellular response to chemical stress	regulation of transcription from RNA polymerase II promoter in response to stress
GO:0050790	3	GO:1902380	0.609	11.9208187539524	5	regulation of catalytic activity	positive regulation of endoribonuclease activity
GO:0001558	22	GO:0030308	0.903	11.8538719643218	14	regulation of cell growth	negative regulation of cell growth
GO:0097305	4	GO:0010803	0.549	11.7695510786217	4	response to alcohol	regulation of tumor necrosis factor-mediated signaling pathway
GO:0044089	17	GO:0032273	0.9	11.7695510786217	0	positive regulation of cellular component biogenesis	positive regulation of protein polymerization
GO:0051336	3	GO:1902380	0.654	11.7212463990472	0	regulation of hydrolase activity	positive regulation of endoribonuclease activity
GO:0051276	11	GO:0010822	0.396	11.698970004336	36	chromosome organization	positive regulation of mitochondrion organization
GO:0010564	33	GO:0007346	0.891	11.5850266520292	1	regulation of cell cycle process	regulation of mitotic cell cycle
GO:0031331	21	GO:2000060	0.899	11.5528419686578	0	positive regulation of cellular catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:1902533	32	GO:0030522	0.374	11.537602002101	0	positive regulation of intracellular signal transduction	intracellular receptor signaling pathway
GO:0080135	26	GO:0045089	0.748	11.5086383061657	0	regulation of cellular response to stress	positive regulation of innate immune response
GO:0031347	26	GO:0045089	0.871	11.4814860601221	0	regulation of defense response	positive regulation of innate immune response
GO:1903311	29	GO:0016071	0.847	11.431798275933	0	regulation of mRNA metabolic process	mRNA metabolic process
GO:0032386	15	GO:1903533	0.754	11.2757241303992	3	regulation of intracellular transport	regulation of protein targeting
GO:0034622	7	GO:0051131	0.62	11.2596373105058	1	cellular protein-containing complex assembly	chaperone-mediated protein complex assembly
GO:0045892	34	GO:0000122	0.938	11.2518119729938	149	negative regulation of transcription, DNA-templated	negative regulation of transcription by RNA polymerase II
GO:0051222	15	GO:1903533	0.735	11.1611509092627	0	positive regulation of protein transport	regulation of protein targeting
GO:0097190	8	GO:1902236	0.753	11.1426675035687	10	apoptotic signaling pathway	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0034097	4	GO:0010803	0.919	11.0506099933551	2	response to cytokine	regulation of tumor necrosis factor-mediated signaling pathway
GO:0008285	36	GO:0008285	0.998	10.9586073148418	47	negative regulation of cell population proliferation	negative regulation of cell population proliferation
GO:1904951	15	GO:1903533	0.732	10.9208187539524	1	positive regulation of establishment of protein localization	regulation of protein targeting
GO:0010608	18	GO:0033120	0.362	10.8860566476932	5	posttranscriptional regulation of gene expression	positive regulation of RNA splicing
GO:0009896	21	GO:2000060	0.889	10.8860566476932	0	positive regulation of catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:1903507	34	GO:0000122	0.938	10.8538719643218	0	negative regulation of nucleic acid-templated transcription	negative regulation of transcription by RNA polymerase II
GO:0070647	28	GO:0016567	0.943	10.8538719643218	0	protein modification by small protein conjugation or removal	protein ubiquitination
GO:1902679	34	GO:0000122	0.938	10.7958800173441	0	negative regulation of RNA biosynthetic process	negative regulation of transcription by RNA polymerase II
GO:0061024	20	GO:0007006	0.833	10.7212463990472	16	membrane organization	mitochondrial membrane organization
GO:0009150	29	GO:0016071	0.419	10.6575773191778	0	purine ribonucleotide metabolic process	mRNA metabolic process
GO:0050776	14	GO:0062207	0.624	10.6575773191778	1	regulation of immune response	regulation of pattern recognition receptor signaling pathway
GO:0045666	37	GO:0045666	1	10.6197887582884	9	positive regulation of neuron differentiation	positive regulation of neuron differentiation
GO:0030162	9	GO:0031397	0.563	10.568636235841	11	regulation of proteolysis	negative regulation of protein ubiquitination
GO:0009259	38	GO:0009259	0.995	10.4948500216801	1	ribonucleotide metabolic process	ribonucleotide metabolic process
GO:0006163	29	GO:0016071	0.422	10.4089353929735	2	purine nucleotide metabolic process	mRNA metabolic process
GO:0051493	23	GO:1902905	0.629	10.3767507096021	8	regulation of cytoskeleton organization	positive regulation of supramolecular fiber organization
GO:0070925	17	GO:0032273	0.548	10.3767507096021	0	organelle assembly	positive regulation of protein polymerization
GO:0002684	14	GO:0062207	0.573	10.2441251443275	0	positive regulation of immune system process	regulation of pattern recognition receptor signaling pathway
GO:0009314	6	GO:0070370	0.518	10.2365720064371	6	response to radiation	cellular heat acclimation
GO:0034976	16	GO:0043618	0.489	10.1549019599857	37	response to endoplasmic reticulum stress	regulation of transcription from RNA polymerase II promoter in response to stress
GO:0043161	21	GO:2000060	0.776	10.1487416512809	143	proteasome-mediated ubiquitin-dependent protein catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0034645	35	GO:0044271	0.809	10.0861861476163	0	cellular macromolecule biosynthetic process	cellular nitrogen compound biosynthetic process
GO:0010629	34	GO:0000122	0.745	10.0604807473814	67	negative regulation of gene expression	negative regulation of transcription by RNA polymerase II
GO:0006396	29	GO:0016071	0.584	10.0268721464003	21	RNA processing	mRNA metabolic process
GO:0050769	37	GO:0045666	0.822	10	4	positive regulation of neurogenesis	positive regulation of neuron differentiation
GO:0072521	29	GO:0016071	0.423	9.95860731484177	0	purine-containing compound metabolic process	mRNA metabolic process
GO:1903827	15	GO:1903533	0.76	9.95860731484177	2	regulation of cellular protein localization	regulation of protein targeting
GO:0030097	14	GO:0062207	0.425	9.92081875395237	13	hemopoiesis	regulation of pattern recognition receptor signaling pathway
GO:0015031	12	GO:0006626	0.797	9.92081875395237	36	protein transport	protein targeting to mitochondrion
GO:0019693	38	GO:0009259	0.994	9.82390874094432	1	ribose phosphate metabolic process	ribonucleotide metabolic process
GO:0034613	12	GO:0006626	0.774	9.82390874094432	22	cellular protein localization	protein targeting to mitochondrion
GO:0015833	24	GO:0006839	0.339	9.79588001734407	0	peptide transport	mitochondrial transport
GO:0070727	12	GO:0006626	0.75	9.79588001734407	1	cellular macromolecule localization	protein targeting to mitochondrion
GO:0008380	29	GO:0016071	0.537	9.79588001734407	22	RNA splicing	mRNA metabolic process
GO:0032101	26	GO:0045089	0.83	9.72124639904717	0	regulation of response to external stimulus	positive regulation of innate immune response
GO:0000226	1	GO:1901673	0.633	9.69897000433602	62	microtubule cytoskeleton organization	regulation of mitotic spindle assembly
GO:0045934	34	GO:0000122	0.926	9.67778070526608	0	negative regulation of nucleobase-containing compound metabolic process	negative regulation of transcription by RNA polymerase II
GO:0045184	12	GO:0006626	0.792	9.65757731917779	7	establishment of protein localization	protein targeting to mitochondrion
GO:0045087	16	GO:0043618	0.39	9.55284196865778	80	innate immune response	regulation of transcription from RNA polymerase II promoter in response to stress
GO:0009059	35	GO:0044271	0.8	9.53760200210104	0	macromolecule biosynthetic process	cellular nitrogen compound biosynthetic process
GO:0097435	23	GO:1902905	0.831	9.45593195564972	0	supramolecular fiber organization	positive regulation of supramolecular fiber organization
GO:0007017	1	GO:1901673	0.591	9.39794000867204	13	microtubule-based process	regulation of mitotic spindle assembly
GO:0042886	24	GO:0006839	0.347	9.38721614328026	0	amide transport	mitochondrial transport
GO:2000113	34	GO:0000122	0.899	9.38721614328026	0	negative regulation of cellular macromolecule biosynthetic process	negative regulation of transcription by RNA polymerase II
GO:0000280	11	GO:0010822	0.381	9.38721614328026	4	nuclear division	positive regulation of mitochondrion organization
GO:0007005	11	GO:0010822	0.761	9.3767507096021	48	mitochondrion organization	positive regulation of mitochondrion organization
GO:0048534	14	GO:0062207	0.43	9.36653154442041	0	hematopoietic or lymphoid organ development	regulation of pattern recognition receptor signaling pathway
GO:1902532	32	GO:0030522	0.363	9.36653154442041	0	negative regulation of intracellular signal transduction	intracellular receptor signaling pathway
GO:0009117	30	GO:0009126	0.78	9.33724216831843	2	nucleotide metabolic process	purine nucleoside monophosphate metabolic process
GO:0002520	14	GO:0062207	0.43	9.30980391997149	0	immune system development	regulation of pattern recognition receptor signaling pathway
GO:0006753	30	GO:0009126	0.782	9.30980391997149	1	nucleoside phosphate metabolic process	purine nucleoside monophosphate metabolic process
GO:0051962	39	GO:0051962	0.998	9.30102999566398	0	positive regulation of nervous system development	positive regulation of nervous system development
GO:0019941	21	GO:2000060	0.799	9.2839966563652	6	modification-dependent protein catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0006511	21	GO:2000060	0.801	9.2839966563652	124	ubiquitin-dependent protein catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0010498	21	GO:2000060	0.76	9.26760624017703	27	proteasomal protein catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0009636	4	GO:0010803	0.411	9.23657200643706	14	response to toxic substance	regulation of tumor necrosis factor-mediated signaling pathway
GO:0048285	11	GO:0010822	0.382	9.18708664335714	0	organelle fission	positive regulation of mitochondrion organization
GO:0051726	33	GO:0007346	0.924	9.18045606445813	47	regulation of cell cycle	regulation of mitotic cell cycle
GO:0044092	3	GO:1902380	0.532	9.15490195998574	0	negative regulation of molecular function	positive regulation of endoribonuclease activity
GO:0032270	9	GO:0031397	0.586	9.13667713987954	1	positive regulation of cellular protein metabolic process	negative regulation of protein ubiquitination
GO:0043632	21	GO:2000060	0.795	9.11918640771921	0	modification-dependent macromolecule catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0006979	16	GO:0043618	0.382	9.06550154875643	96	response to oxidative stress	regulation of transcription from RNA polymerase II promoter in response to stress
GO:0044265	21	GO:2000060	0.74	9.0268721464003	0	cellular macromolecule catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0016049	22	GO:0030308	0.851	8.95860731484177	0	cell growth	negative regulation of cell growth
GO:0002181	40	GO:0002181	0.995	8.88605664769316	198	cytoplasmic translation	cytoplasmic translation
GO:0045321	41	GO:0045321	1	8.85387196432176	2	leukocyte activation	leukocyte activation
GO:0010558	34	GO:0000122	0.899	8.85387196432176	0	negative regulation of macromolecule biosynthetic process	negative regulation of transcription by RNA polymerase II
GO:0055086	30	GO:0009126	0.752	8.60205999132796	0	nucleobase-containing small molecule metabolic process	purine nucleoside monophosphate metabolic process
GO:0010720	37	GO:0045666	0.838	8.60205999132796	0	positive regulation of cell development	positive regulation of neuron differentiation
GO:0031399	9	GO:0031397	0.728	8.50863830616573	0	regulation of protein modification process	negative regulation of protein ubiquitination
GO:0051247	9	GO:0031397	0.58	8.44369749923271	0	positive regulation of protein metabolic process	negative regulation of protein ubiquitination
GO:0065009	3	GO:1902380	0.587	8.42021640338319	0	regulation of molecular function	positive regulation of endoribonuclease activity
GO:0043066	8	GO:1902236	0.705	8.38721614328026	80	negative regulation of apoptotic process	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0043069	8	GO:1902236	0.697	8.36653154442041	6	negative regulation of programmed cell death	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0051223	15	GO:1903533	0.757	8.35654732351381	1	regulation of protein transport	regulation of protein targeting
GO:0031327	34	GO:0000122	0.895	8.34678748622466	0	negative regulation of cellular biosynthetic process	negative regulation of transcription by RNA polymerase II
GO:1903047	33	GO:0007346	0.821	8.30102999566398	0	mitotic cell cycle process	regulation of mitotic cell cycle
GO:0009890	34	GO:0000122	0.894	8.26760624017703	2	negative regulation of biosynthetic process	negative regulation of transcription by RNA polymerase II
GO:0044249	35	GO:0044271	0.844	8.2518119729938	0	cellular biosynthetic process	cellular nitrogen compound biosynthetic process
GO:0051253	34	GO:0000122	0.931	8.23657200643706	0	negative regulation of RNA metabolic process	negative regulation of transcription by RNA polymerase II
GO:0045664	37	GO:0045666	0.878	8.20760831050175	11	regulation of neuron differentiation	positive regulation of neuron differentiation
GO:0044087	17	GO:0032273	0.819	8.16749108729376	0	regulation of cellular component biogenesis	positive regulation of protein polymerization
GO:0009057	21	GO:2000060	0.724	8.16749108729376	0	macromolecule catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0070201	15	GO:1903533	0.755	8.14874165128093	1	regulation of establishment of protein localization	regulation of protein targeting
GO:0090087	24	GO:0006839	0.332	8.14266750356873	0	regulation of peptide transport	mitochondrial transport
GO:0045597	37	GO:0045666	0.859	8.11350927482752	0	positive regulation of cell differentiation	positive regulation of neuron differentiation
GO:0009628	6	GO:0070370	0.545	8.09691001300806	0	response to abiotic stimulus	cellular heat acclimation
GO:0007167	19	GO:0090101	0.751	8	0	enzyme linked receptor protein signaling pathway	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0034641	28	GO:0016567	0.334	8	0	cellular nitrogen compound metabolic process	protein ubiquitination
GO:0001775	41	GO:0045321	0.897	7.95860731484177	0	cell activation	leukocyte activation
GO:0051649	24	GO:0006839	0.486	7.85387196432176	0	establishment of localization in cell	mitochondrial transport
GO:0019637	38	GO:0009259	0.889	7.85387196432176	0	organophosphate metabolic process	ribonucleotide metabolic process
GO:1901576	35	GO:0044271	0.835	7.82390874094432	0	organic substance biosynthetic process	cellular nitrogen compound biosynthetic process
GO:0002274	41	GO:0045321	0.946	7.79588001734407	0	myeloid leukocyte activation	leukocyte activation
GO:0022402	33	GO:0007346	0.722	7.67778070526608	0	cell cycle process	regulation of mitotic cell cycle
GO:0009058	35	GO:0044271	0.837	7.61978875828839	14	biosynthetic process	cellular nitrogen compound biosynthetic process
GO:0071705	24	GO:0006839	0.468	7.55284196865778	0	nitrogen compound transport	mitochondrial transport
GO:0010605	34	GO:0000122	0.804	7.48148606012211	0	negative regulation of macromolecule metabolic process	negative regulation of transcription by RNA polymerase II
GO:0051603	21	GO:2000060	0.786	7.31875876262441	13	proteolysis involved in cellular protein catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0000278	33	GO:0007346	0.856	7.21467016498923	162	mitotic cell cycle	regulation of mitotic cell cycle
GO:0044257	21	GO:2000060	0.784	7.14874165128092	1	cellular protein catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0007049	33	GO:0007346	0.742	7.05551732784983	0	cell cycle	regulation of mitotic cell cycle
GO:0009967	32	GO:0030522	0.401	7	0	positive regulation of signal transduction	intracellular receptor signaling pathway
GO:0080134	26	GO:0045089	0.811	6.95860731484177	0	regulation of response to stress	positive regulation of innate immune response
GO:0009892	34	GO:0000122	0.796	6.95860731484177	0	negative regulation of metabolic process	negative regulation of transcription by RNA polymerase II
GO:0071702	24	GO:0006839	0.48	6.92081875395237	10	organic substance transport	mitochondrial transport
GO:0032269	34	GO:0000122	0.783	6.82390874094432	0	negative regulation of cellular protein metabolic process	negative regulation of transcription by RNA polymerase II
GO:0051130	23	GO:1902905	0.856	6.79588001734407	0	positive regulation of cellular component organization	positive regulation of supramolecular fiber organization
GO:0042127	36	GO:0008285	0.895	6.74472749489669	22	regulation of cell population proliferation	negative regulation of cell population proliferation
GO:0050767	37	GO:0045666	0.711	6.72124639904717	32	regulation of neurogenesis	positive regulation of neuron differentiation
GO:0008104	12	GO:0006626	0.727	6.69897000433602	61	protein localization	protein targeting to mitochondrion
GO:0030163	21	GO:2000060	0.774	6.65757731917779	9	protein catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0006355	35	GO:0044271	0.796	6.61978875828839	297	regulation of transcription, DNA-templated	cellular nitrogen compound biosynthetic process
GO:0007010	11	GO:0010822	0.409	6.60205999132796	20	cytoskeleton organization	positive regulation of mitochondrion organization
GO:0033043	23	GO:1902905	0.67	6.60205999132796	0	regulation of organelle organization	positive regulation of supramolecular fiber organization
GO:0006139	29	GO:0016071	0.632	6.58502665202918	8	nucleobase-containing compound metabolic process	mRNA metabolic process
GO:1901135	42	GO:1901135	0.983	6.55284196865778	0	carbohydrate derivative metabolic process	carbohydrate derivative metabolic process
GO:0051248	34	GO:0000122	0.783	6.55284196865778	0	negative regulation of protein metabolic process	negative regulation of transcription by RNA polymerase II
GO:0051641	24	GO:0006839	0.428	6.53760200210104	0	cellular localization	mitochondrial transport
GO:0016070	29	GO:0016071	0.695	6.49485002168009	5	RNA metabolic process	mRNA metabolic process
GO:0060548	8	GO:1902236	0.681	6.46852108295774	16	negative regulation of cell death	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0002682	14	GO:0062207	0.604	6.46852108295774	0	regulation of immune system process	regulation of pattern recognition receptor signaling pathway
GO:1903506	35	GO:0044271	0.796	6.3767507096021	0	regulation of nucleic acid-templated transcription	cellular nitrogen compound biosynthetic process
GO:2001141	35	GO:0044271	0.796	6.34678748622466	0	regulation of RNA biosynthetic process	cellular nitrogen compound biosynthetic process
GO:0071495	43	GO:0071495	0.991	6.30102999566398	0	cellular response to endogenous stimulus	cellular response to endogenous stimulus
GO:1901575	21	GO:2000060	0.668	6.2518119729938	2	organic substance catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0065003	7	GO:0051131	0.615	6.23657200643706	4	protein-containing complex assembly	chaperone-mediated protein complex assembly
GO:0010467	28	GO:0016567	0.334	6.22184874961636	1	gene expression	protein ubiquitination
GO:0034654	35	GO:0044271	0.835	6.21467016498923	0	nucleobase-containing compound biosynthetic process	cellular nitrogen compound biosynthetic process
GO:0090304	29	GO:0016071	0.655	6.18045606445813	0	nucleic acid metabolic process	mRNA metabolic process
GO:0006725	29	GO:0016071	0.621	6.17392519729917	0	cellular aromatic compound metabolic process	mRNA metabolic process
GO:0019438	35	GO:0044271	0.742	6.14874165128092	0	aromatic compound biosynthetic process	cellular nitrogen compound biosynthetic process
GO:0060341	15	GO:1903533	0.7	6.07058107428571	1	regulation of cellular localization	regulation of protein targeting
GO:0018130	35	GO:0044271	0.743	6.06550154875643	0	heterocycle biosynthetic process	cellular nitrogen compound biosynthetic process
GO:0045055	24	GO:0006839	0.384	6.05551732784983	2	regulated exocytosis	mitochondrial transport
GO:0044267	28	GO:0016567	0.606	5.95860731484177	0	cellular protein metabolic process	protein ubiquitination
GO:0098542	16	GO:0043618	0.425	5.92081875395237	5	defense response to other organism	regulation of transcription from RNA polymerase II promoter in response to stress
GO:0040008	22	GO:0030308	0.76	5.88605664769316	23	regulation of growth	negative regulation of cell growth
GO:0006351	35	GO:0044271	0.817	5.88605664769316	13	transcription, DNA-templated	cellular nitrogen compound biosynthetic process
GO:0042592	2	GO:1902110	0.433	5.88605664769316	2	homeostatic process	positive regulation of mitochondrial membrane permeability involved in apoptotic process
GO:0097659	35	GO:0044271	0.817	5.79588001734407	0	nucleic acid-templated transcription	cellular nitrogen compound biosynthetic process
GO:0032774	35	GO:0044271	0.818	5.76955107862173	0	RNA biosynthetic process	cellular nitrogen compound biosynthetic process
GO:0002252	14	GO:0062207	0.431	5.76955107862173	0	immune effector process	regulation of pattern recognition receptor signaling pathway
GO:0046483	29	GO:0016071	0.625	5.72124639904717	0	heterocycle metabolic process	mRNA metabolic process
GO:0044248	21	GO:2000060	0.656	5.72124639904717	0	cellular catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:1902531	32	GO:0030522	0.395	5.63827216398241	1	regulation of intracellular signal transduction	intracellular receptor signaling pathway
GO:0006357	35	GO:0044271	0.741	5.61978875828839	694	regulation of transcription by RNA polymerase II	cellular nitrogen compound biosynthetic process
GO:0051094	37	GO:0045666	0.784	5.60205999132796	0	positive regulation of developmental process	positive regulation of neuron differentiation
GO:0010468	18	GO:0033120	0.427	5.58502665202918	102	regulation of gene expression	positive regulation of RNA splicing
GO:0042981	8	GO:1902236	0.659	5.58502665202918	33	regulation of apoptotic process	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0033036	12	GO:0006626	0.673	5.58502665202918	0	macromolecule localization	protein targeting to mitochondrion
GO:0008283	36	GO:0008285	0.853	5.53760200210104	6	cell population proliferation	negative regulation of cell population proliferation
GO:0051050	15	GO:1903533	0.586	5.49485002168009	0	positive regulation of transport	regulation of protein targeting
GO:0043067	8	GO:1902236	0.641	5.46852108295774	12	regulation of programmed cell death	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:1901362	29	GO:0016071	0.556	5.46852108295774	0	organic cyclic compound biosynthetic process	mRNA metabolic process
GO:0006887	24	GO:0006839	0.402	5.46852108295774	31	exocytosis	mitochondrial transport
GO:0032268	9	GO:0031397	0.628	5.46852108295774	0	regulation of cellular protein metabolic process	negative regulation of protein ubiquitination
GO:0019953	25	GO:0007338	0.587	5.45593195564972	0	sexual reproduction	single fertilization
GO:0032880	15	GO:1903533	0.714	5.43179827593301	17	regulation of protein localization	regulation of protein targeting
GO:0006614	12	GO:0006626	0.777	5.43179827593301	9	SRP-dependent cotranslational protein targeting to membrane	protein targeting to mitochondrion
GO:0045935	18	GO:0033120	0.633	5.42021640338319	0	positive regulation of nucleobase-containing compound metabolic process	positive regulation of RNA splicing
GO:1901700	4	GO:0010803	0.468	5.3767507096021	0	response to oxygen-containing compound	regulation of tumor necrosis factor-mediated signaling pathway
GO:0051172	34	GO:0000122	0.867	5.3767507096021	0	negative regulation of nitrogen compound metabolic process	negative regulation of transcription by RNA polymerase II
GO:0051240	39	GO:0051962	0.931	5.36653154442041	0	positive regulation of multicellular organismal process	positive regulation of nervous system development
GO:0010647	32	GO:0030522	0.364	5.32790214206428	0	positive regulation of cell communication	intracellular receptor signaling pathway
GO:0051246	9	GO:0031397	0.621	5.30980391997149	0	regulation of protein metabolic process	negative regulation of protein ubiquitination
GO:0006613	12	GO:0006626	0.777	5.30980391997149	0	cotranslational protein targeting to membrane	protein targeting to mitochondrion
GO:0023056	19	GO:0090101	0.575	5.30102999566398	0	positive regulation of signaling	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0009719	43	GO:0071495	0.989	5.2839966563652	0	response to endogenous stimulus	cellular response to endogenous stimulus
GO:0006796	38	GO:0009259	0.767	5.27572413039921	1	phosphate-containing compound metabolic process	ribonucleotide metabolic process
GO:1901360	29	GO:0016071	0.615	5.2518119729938	0	organic cyclic compound metabolic process	mRNA metabolic process
GO:0006793	38	GO:0009259	0.765	5.2518119729938	0	phosphorus metabolic process	ribonucleotide metabolic process
GO:0051960	39	GO:0051962	0.926	5.22914798835786	5	regulation of nervous system development	positive regulation of nervous system development
GO:0031329	21	GO:2000060	0.85	5.20065945054642	0	regulation of cellular catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0060284	37	GO:0045666	0.724	5.17392519729917	0	regulation of cell development	positive regulation of neuron differentiation
GO:0009056	21	GO:2000060	0.634	5.17392519729917	1	catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0019538	28	GO:0016567	0.563	5.09691001300806	1	protein metabolic process	protein ubiquitination
GO:0071310	4	GO:0010803	0.682	5.07058107428571	0	cellular response to organic substance	regulation of tumor necrosis factor-mediated signaling pathway
GO:0045047	12	GO:0006626	0.82	5	8	protein targeting to ER	protein targeting to mitochondrion
GO:0006366	35	GO:0044271	0.76	4.95860731484177	49	transcription by RNA polymerase II	cellular nitrogen compound biosynthetic process
GO:2000112	18	GO:0033120	0.403	4.92081875395237	0	regulation of cellular macromolecule biosynthetic process	positive regulation of RNA splicing
GO:0072599	12	GO:0006626	0.768	4.88605664769316	0	establishment of protein localization to endoplasmic reticulum	protein targeting to mitochondrion
GO:0043933	7	GO:0051131	0.59	4.88605664769316	0	protein-containing complex subunit organization	chaperone-mediated protein complex assembly
GO:0006810	24	GO:0006839	0.552	4.82390874094432	9	transport	mitochondrial transport
GO:0031324	34	GO:0000122	0.853	4.76955107862173	0	negative regulation of cellular metabolic process	negative regulation of transcription by RNA polymerase II
GO:0006412	40	GO:0002181	0.791	4.74472749489669	502	translation	cytoplasmic translation
GO:0006955	14	GO:0062207	0.522	4.72124639904717	31	immune response	regulation of pattern recognition receptor signaling pathway
GO:0048584	26	GO:0045089	0.73	4.67778070526608	0	positive regulation of response to stimulus	positive regulation of innate immune response
GO:0009894	21	GO:2000060	0.84	4.67778070526608	0	regulation of catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0000184	21	GO:2000060	0.563	4.65757731917779	28	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	positive regulation of ubiquitin-dependent protein catabolic process
GO:0006413	35	GO:0044271	0.519	4.65757731917779	56	translational initiation	cellular nitrogen compound biosynthetic process
GO:0006612	12	GO:0006626	0.849	4.61978875828839	26	protein targeting to membrane	protein targeting to mitochondrion
GO:0006952	16	GO:0043618	0.426	4.61978875828839	26	defense response	regulation of transcription from RNA polymerase II promoter in response to stress
GO:0044703	25	GO:0007338	0.587	4.61978875828839	0	multi-organism reproductive process	single fertilization
GO:0010556	18	GO:0033120	0.382	4.61978875828839	0	regulation of macromolecule biosynthetic process	positive regulation of RNA splicing
GO:0006508	28	GO:0016567	0.481	4.60205999132796	576	proteolysis	protein ubiquitination
GO:0070972	12	GO:0006626	0.726	4.52287874528034	0	protein localization to endoplasmic reticulum	protein targeting to mitochondrion
GO:0009968	32	GO:0030522	0.4	4.52287874528034	3	negative regulation of signal transduction	intracellular receptor signaling pathway
GO:0051707	26	GO:0045089	0.715	4.52287874528034	0	response to other organism	positive regulation of innate immune response
GO:0043207	26	GO:0045089	0.715	4.52287874528034	0	response to external biotic stimulus	positive regulation of innate immune response
GO:0090150	12	GO:0006626	0.684	4.50863830616573	0	establishment of protein localization to membrane	protein targeting to mitochondrion
GO:0051128	23	GO:1902905	0.723	4.49485002168009	0	regulation of cellular component organization	positive regulation of supramolecular fiber organization
GO:0035556	32	GO:0030522	0.418	4.48148606012211	110	intracellular signal transduction	intracellular receptor signaling pathway
GO:1901564	28	GO:0016567	0.515	4.45593195564972	0	organonitrogen compound metabolic process	protein ubiquitination
GO:0051252	18	GO:0033120	0.475	4.45593195564972	2	regulation of RNA metabolic process	positive regulation of RNA splicing
GO:0060255	18	GO:0033120	0.398	4.45593195564972	0	regulation of macromolecule metabolic process	positive regulation of RNA splicing
GO:0051049	15	GO:1903533	0.616	4.43179827593301	2	regulation of transport	regulation of protein targeting
GO:0006996	11	GO:0010822	0.452	4.43179827593301	1	organelle organization	positive regulation of mitochondrion organization
GO:0043043	40	GO:0002181	0.783	4.42021640338319	0	peptide biosynthetic process	cytoplasmic translation
GO:0051234	24	GO:0006839	0.546	4.42021640338319	0	establishment of localization	mitochondrial transport
GO:1901565	21	GO:2000060	0.738	4.31875876262441	1	organonitrogen compound catabolic process	positive regulation of ubiquitin-dependent protein catabolic process
GO:0009607	26	GO:0045089	0.714	4.31875876262441	0	response to biotic stimulus	positive regulation of innate immune response
GO:0048519	34	GO:0000122	0.654	4.29242982390206	0	negative regulation of biological process	negative regulation of transcription by RNA polymerase II
GO:0006915	8	GO:1902236	0.611	4.25963731050576	67	apoptotic process	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0048585	26	GO:0045089	0.559	4.24412514432751	0	negative regulation of response to stimulus	positive regulation of innate immune response
GO:0033554	16	GO:0043618	0.572	4.20065945054642	5	cellular response to stress	regulation of transcription from RNA polymerase II promoter in response to stress
GO:0140352	24	GO:0006839	0.434	4.20065945054642	0	export from cell	mitochondrial transport
GO:0006518	40	GO:0002181	0.765	4.18708664335714	6	peptide metabolic process	cytoplasmic translation
GO:0019219	18	GO:0033120	0.471	4.17392519729917	0	regulation of nucleobase-containing compound metabolic process	positive regulation of RNA splicing
GO:0023057	19	GO:0090101	0.75	4.15490195998574	0	negative regulation of signaling	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0010648	32	GO:0030522	0.363	4.15490195998574	0	negative regulation of cell communication	intracellular receptor signaling pathway
GO:0051173	18	GO:0033120	0.584	4.13667713987954	0	positive regulation of nitrogen compound metabolic process	positive regulation of RNA splicing
