# BUSCO version is: 5.4.7 
# The lineage dataset is: metazoa_odb10 (Creation date: 2021-02-17, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Score	Length
318483at33208	Duplicated	rb_E1.L.393570:109-1278	481.4	325
318483at33208	Duplicated	rb_E1.L.459862:321-1454	412.0	319
318483at33208	Duplicated	rb_E2.L.37185:321-1454	412.0	319
318532at33208	Complete	rb_E2.L.36722:2004-499	629.4	336
319574at33208	Duplicated	rb_E1.L.219283:1595-594	320.0	240
319574at33208	Duplicated	rb_E1.L.223359:94-1161	297.0	240
320390at33208	Complete	rb_E1.L.271074:2734-788	628.6	510
321332at33208	Duplicated	rb_E1.L.57404:2331-169	391.1	434
321332at33208	Duplicated	rb_E1.L.227500:2478-343	349.8	453
323399at33208	Duplicated	rb_E1.L.224328:1856-345	564.3	378
323399at33208	Duplicated	rb_E1.L.112424:1954-311	560.7	433
323473at33208	Duplicated	rb_E2.L.17354:188-1177	489.5	287
323473at33208	Duplicated	rb_E0.L.556585:1888-1007	460.1	269
323473at33208	Duplicated	rb_E1.L.228188:1223-285	437.3	285
324249at33208	Complete	rb_E1.L.428731:1629-313	361.8	343
325183at33208	Complete	rb_E1.L.54572:2365-1124	573.5	345
327301at33208	Duplicated	rb_E1.L.100741:398-1507	256.9	249
327301at33208	Duplicated	rb_E1.L.349600:398-1507	256.9	249
331112at33208	Duplicated	rb_E1.L.352531:51-2267	526.4	366
331112at33208	Duplicated	rb_E1.L.74459:2399-462	525.6	386
331112at33208	Duplicated	rb_E1.L.198844:350-2263	510.9	380
331186at33208	Duplicated	rb_E2.L.44015:2791-800	307.4	349
331186at33208	Duplicated	rb_E1.L.203948:452-2056	306.4	306
332870at33208	Duplicated	rb_E0.L.932794:1710-805	196.5	184
332870at33208	Duplicated	rb_E1.L.224441:1292-81	184.6	198
333062at33208	Duplicated	rb_E2.L.32997:7-1305	561.5	345
333062at33208	Duplicated	rb_E2.L.36752:55-1326	492.8	352
333800at33208	Duplicated	rb_E0.L.1191810:320-3181	622.9	589
333800at33208	Duplicated	rb_E1.L.223705:65-2554	534.6	571
334272at33208	Complete	rb_E1.L.61996:1461-3191	355.7	450
334331at33208	Duplicated	rb_E1.L.250206:2232-196	695.2	484
334331at33208	Duplicated	rb_E0.L.1122234:263-2396	694.7	484
334331at33208	Duplicated	rb_E1.L.104474:592-2754	683.8	503
334336at33208	Duplicated	rb_E1.L.281258:76-2124	555.3	458
334336at33208	Duplicated	rb_E2.L.40097:76-2385	554.3	447
334336at33208	Duplicated	rb_E1.L.233117:2859-346	553.6	446
334336at33208	Duplicated	rb_E2.L.23696:126-1709	536.1	421
334336at33208	Duplicated	rb_E1.L.290270:401-2629	508.0	417
334342at33208	Complete	rb_E1.L.87550:8-2917	670.7	653
334764at33208	Complete	rb_E1.L.260140:130-1332	409.6	287
334820at33208	Duplicated	rb_E0.L.493082:253-1677	426.2	311
334820at33208	Duplicated	rb_E1.L.231182:1122-1	367.9	296
335107at33208	Duplicated	rb_E1.L.303390:88-1150	342.9	252
335107at33208	Duplicated	rb_E2.L.39958:88-1122	342.9	252
335107at33208	Duplicated	rb_E0.L.562944:95-1075	331.2	251
336647at33208	Complete	rb_E1.L.176058:169-2631	352.1	542
338191at33208	Duplicated	rb_E1.L.327529:2246-339	813.8	508
338191at33208	Duplicated	rb_E2.L.12222:2269-350	723.8	520
338482at33208	Complete	rb_E0.L.731304:178-1671	411.9	417
339127at33208	Complete	rb_E2.L.7321:4210-2342	440.5	450
339319at33208	Missing
340558at33208	Duplicated	rb_E1.L.239065:40-1296	473.5	320
340558at33208	Duplicated	rb_E0.L.564162:145-1503	461.2	375
340558at33208	Duplicated	rb_E1.L.115217:1695-337	461.2	375
340577at33208	Complete	rb_E1.L.265600:141-1958	474.9	482
344338at33208	Duplicated	rb_E0.L.1030147:4673-3477	410.0	305
344338at33208	Duplicated	rb_E2.L.35989:353-1510	397.6	308
344338at33208	Duplicated	rb_E0.L.739450:329-2081	397.4	308
344338at33208	Duplicated	rb_E0.L.804152:329-1760	397.4	308
344338at33208	Duplicated	rb_E0.L.797919:1144-215	365.1	268
344346at33208	Duplicated	rb_E1.L.393295:1603-320	268.2	337
344346at33208	Duplicated	rb_E1.L.340226:87-1163	253.7	270
344346at33208	Duplicated	rb_E0.L.724218:299-1642	244.6	297
344346at33208	Duplicated	rb_E0.L.930552:1688-345	243.8	297
344442at33208	Duplicated	rb_E1.L.445397:24-1409	267.0	213
344442at33208	Duplicated	rb_E0.L.594977:2749-1283	249.2	265
344581at33208	Duplicated	rb_E0.L.677951:113-1063	357.4	243
344581at33208	Duplicated	rb_E1.L.456286:2201-1251	318.7	243
344611at33208	Complete	rb_E1.L.263080:24-1037	148.4	256
345099at33208	Duplicated	rb_E1.L.347703:77-2500	596.9	638
345099at33208	Duplicated	rb_E1.L.89597:130-2103	575.6	530
345959at33208	Duplicated	rb_E0.L.1146776:1764-775	130.5	150
345959at33208	Duplicated	rb_E0.L.715665:5823-4516	117.6	170
345959at33208	Duplicated	rb_E1.L.250789:621-1928	117.3	167
345959at33208	Duplicated	rb_E2.L.40742:621-1928	117.3	167
345959at33208	Duplicated	rb_E2.L.43698:621-1928	117.3	167
346541at33208	Complete	rb_E0.L.648295:1635-4	611.3	421
347600at33208	Complete	rb_E0.L.687450:73-1248	442.7	289
348449at33208	Duplicated	rb_E2.L.8662:1150-74	383.4	304
348449at33208	Duplicated	rb_E0.L.650886:961-74	341.9	259
348544at33208	Duplicated	rb_E1.L.221063:2229-865	430.4	331
348544at33208	Duplicated	rb_E0.L.1136320:1149-41	387.9	292
348761at33208	Duplicated	rb_E1.L.55218:142-1095	376.0	231
348761at33208	Duplicated	rb_E1.L.253784:2954-2013	370.3	233
349064at33208	Duplicated	rb_E0.L.746708:4942-3755	418.8	302
349064at33208	Duplicated	rb_E1.L.223852:6804-5617	418.8	302
349064at33208	Duplicated	rb_E1.L.215174:87-1268	401.1	303
349064at33208	Duplicated	rb_E1.L.52848:87-1268	401.1	303
349627at33208	Complete	rb_E1.L.328971:224-1123	205.5	207
351226at33208	Complete	rb_E0.L.697259:2423-1431	167.7	225
352600at33208	Complete	rb_E1.L.341205:84-1154	506.9	299
352854at33208	Duplicated	rb_E1.L.255006:131-1498	545.8	357
352854at33208	Duplicated	rb_E1.L.75006:131-1540	534.5	357
352854at33208	Duplicated	rb_E1.L.250433:168-1556	480.6	364
353286at33208	Complete	rb_E1.L.162115:4485-3061	368.9	303
353768at33208	Duplicated	rb_E1.L.109942:98-1249	395.3	321
353768at33208	Duplicated	rb_E1.L.123431:1529-476	375.4	321
354829at33208	Duplicated	rb_E2.L.7176:6154-5168	544.4	282
354829at33208	Duplicated	rb_E1.L.342111:1821-838	528.7	278
354949at33208	Duplicated	rb_E0.L.1130065:148-1428	332.0	306
354949at33208	Duplicated	rb_E1.L.141591:2-679	321.0	195
355210at33208	Complete	rb_E1.L.225665:3425-1731	454.4	432
355739at33208	Complete	rb_E0.L.558837:1267-305	319.3	244
356175at33208	Complete	rb_E2.L.40005:89-1366	245.2	286
356334at33208	Complete	rb_E1.L.135815:553-3477	671.2	722
356503at33208	Duplicated	rb_E1.L.308165:1130-141	374.8	271
356503at33208	Duplicated	rb_E0.L.1168059:1740-814	362.2	259
357580at33208	Duplicated	rb_E1.L.275045:1167-136	402.1	252
357580at33208	Duplicated	rb_E2.L.11622:1258-221	390.5	252
359075at33208	Duplicated	rb_E1.L.57887:85-2046	427.6	415
359075at33208	Duplicated	rb_E0.L.1180846:2386-719	401.5	414
359324at33208	Duplicated	rb_E2.L.39543:2059-1064	271.8	211
359324at33208	Duplicated	rb_E1.L.294495:1486-479	271.7	211
359324at33208	Duplicated	rb_E0.L.489586:112-1200	256.3	211
359369at33208	Duplicated	rb_E0.L.1202018:1262-411	310.6	242
359369at33208	Duplicated	rb_E1.L.375880:238-1113	286.2	246
359369at33208	Duplicated	rb_E1.L.214653:1823-951	285.9	246
359532at33208	Complete	rb_E1.L.73978:2060-579	493.7	426
360379at33208	Complete	rb_E1.L.394901:281-1591	268.3	223
360753at33208	Complete	rb_E1.L.81797:1149-253	333.9	232
361100at33208	Duplicated	rb_E1.L.55737:1255-329	429.9	269
361100at33208	Duplicated	rb_E0.L.985708:1144-329	372.9	239
361100at33208	Duplicated	rb_E1.L.246943:214-1164	368.1	269
361203at33208	Duplicated	rb_E2.L.37743:49-1398	535.9	384
361203at33208	Duplicated	rb_E2.L.7810:1445-108	469.0	386
361216at33208	Duplicated	rb_E0.L.514131:130-1758	332.8	295
361216at33208	Duplicated	rb_E1.L.233045:1746-193	287.4	299
363634at33208	Complete	rb_E2.L.8736:1586-663	213.9	206
363840at33208	Complete	rb_E1.L.245258:1370-117	181.9	299
363851at33208	Duplicated	rb_E0.L.785442:21-1184	307.6	282
363851at33208	Duplicated	rb_E1.L.286597:21-1184	307.6	282
363851at33208	Duplicated	rb_E1.L.287554:98-1240	306.6	254
364383at33208	Duplicated	rb_E2.L.12103:1855-689	483.6	333
364383at33208	Duplicated	rb_E1.L.454639:1657-485	457.0	333
364694at33208	Duplicated	rb_E2.L.43586:2780-780	731.8	446
364694at33208	Duplicated	rb_E2.L.39646:228-2165	731.2	443
364694at33208	Duplicated	rb_E0.L.911448:228-2228	729.6	446
364694at33208	Duplicated	rb_E1.L.230898:228-2228	729.6	446
364694at33208	Duplicated	rb_E1.L.152518:3840-1903	699.6	521
364694at33208	Duplicated	rb_E1.L.320068:60-2036	697.7	525
364694at33208	Duplicated	rb_E2.L.7144:60-2036	697.7	525
365323at33208	Complete	rb_E0.L.508722:1421-447	395.5	287
365561at33208	Duplicated	rb_E1.L.260363:1494-256	619.4	360
365561at33208	Duplicated	rb_E1.L.193282:197-1450	608.4	360
365691at33208	Duplicated	rb_E0.L.708005:1429-152	255.1	229
365691at33208	Duplicated	rb_E0.L.495669:1-711	246.5	188
366124at33208	Complete	rb_E0.L.636171:191-1147	285.7	236
366814at33208	Duplicated	rb_E1.L.230204:1886-510	581.2	383
366814at33208	Duplicated	rb_E1.L.69100:2297-933	547.4	374
366936at33208	Duplicated	rb_E1.L.87299:33-914	450.7	215
366936at33208	Duplicated	rb_E2.L.19150:3208-2327	450.7	215
367493at33208	Duplicated	rb_E1.L.122950:239-1777	397.9	331
367493at33208	Duplicated	rb_E1.L.227811:2107-635	380.8	304
367493at33208	Duplicated	rb_E1.L.321300:47-1569	380.7	304
367493at33208	Duplicated	rb_E0.L.499288:2428-1015	352.2	307
367551at33208	Duplicated	rb_E1.L.249955:2892-629	577.2	377
367551at33208	Duplicated	rb_E2.L.12564:318-2585	568.2	406
367551at33208	Duplicated	rb_E1.L.254704:175-2499	561.9	377
367596at33208	Fragmented	rb_E1.L.326122:567-1553	223.5	295
367957at33208	Duplicated	rb_E0.S.1262348:201-1463	450.0	293
367957at33208	Duplicated	rb_E0.L.876634:1010-111	414.4	239
367957at33208	Duplicated	rb_E2.L.18034:1314-124	408.9	286
368565at33208	Duplicated	rb_E0.L.551847:245-1654	552.6	329
368565at33208	Duplicated	rb_E0.L.868297:61-1389	506.6	325
368565at33208	Duplicated	rb_E1.L.281781:61-1389	506.6	325
368565at33208	Duplicated	rb_E1.L.281635:5675-4347	505.9	325
368670at33208	Duplicated	rb_E2.L.40998:103-1416	319.8	210
368670at33208	Duplicated	rb_E0.L.1159772:103-1416	319.8	210
368670at33208	Duplicated	rb_E0.L.832925:785-0	313.0	184
368875at33208	Duplicated	rb_E1.L.85451:1367-582	262.5	197
368875at33208	Duplicated	rb_E0.L.653835:1095-187	257.3	197
371241at33208	Duplicated	rb_E1.L.339516:435-1286	257.0	177
371241at33208	Duplicated	rb_E0.L.622409:1323-343	247.0	176
371297at33208	Duplicated	rb_E1.L.258665:87-1148	573.5	328
371297at33208	Duplicated	rb_E1.L.246809:1399-347	562.8	328
371526at33208	Duplicated	rb_E1.L.143862:1454-603	494.3	242
371526at33208	Duplicated	rb_E1.L.316155:59-910	422.8	247
372257at33208	Complete	rb_E0.L.593370:182-1081	269.7	219
372707at33208	Duplicated	rb_E1.L.261400:70-1172	393.2	245
372707at33208	Duplicated	rb_E1.L.233124:1334-444	391.7	245
372707at33208	Duplicated	rb_E1.L.438061:9-999	391.6	245
372707at33208	Duplicated	rb_E1.L.95550:2226-1363	387.2	236
372707at33208	Duplicated	rb_E1.L.65738:79-930	385.9	236
372707at33208	Duplicated	rb_E0.L.692837:1085-1897	382.2	229
373040at33208	Duplicated	rb_E2.L.10816:48-1508	444.6	251
373040at33208	Duplicated	rb_E2.L.37437:1626-466	441.9	250
376982at33208	Missing
378033at33208	Duplicated	rb_E1.L.97627:2201-351	418.9	418
378033at33208	Duplicated	rb_E1.L.472682:67-2001	373.4	402
378033at33208	Duplicated	rb_E2.L.42446:3100-1166	369.3	407
378316at33208	Duplicated	rb_E2.L.12673:322-1326	465.7	275
378316at33208	Duplicated	rb_E0.L.847872:1185-181	441.7	268
378768at33208	Duplicated	rb_E1.L.263140:124-1044	494.5	260
378768at33208	Duplicated	rb_E2.L.38569:56-943	446.4	260
378913at33208	Duplicated	rb_E0.L.575735:26-802	198.5	150
378913at33208	Duplicated	rb_E0.L.1064324:26-676	198.3	149
378913at33208	Duplicated	rb_E0.L.1159125:1453-806	186.7	151
378913at33208	Duplicated	rb_E1.L.473492:205-852	186.5	151
379076at33208	Complete	rb_E2.L.35867:1328-264	164.2	211
379636at33208	Duplicated	rb_E1.L.254816:218-1333	347.2	295
379636at33208	Duplicated	rb_E1.L.76515:117-1250	328.3	295
379771at33208	Complete	rb_E1.L.171557:2106-343	264.2	230
380583at33208	Duplicated	rb_E1.L.228260:104-1039	466.7	273
380583at33208	Duplicated	rb_E1.L.163009:1741-785	452.2	272
381303at33208	Duplicated	rb_E1.L.285827:1209-2666	179.5	220
381303at33208	Duplicated	rb_E1.L.87340:1031-2488	179.5	220
382000at33208	Duplicated	rb_E1.L.236038:83-1456	146.3	224
382000at33208	Duplicated	rb_E0.L.1148585:224-1309	127.8	255
382000at33208	Duplicated	rb_E1.L.233023:1914-829	127.7	255
382000at33208	Duplicated	rb_E1.L.436931:1836-751	127.7	255
382262at33208	Complete	rb_E0.L.878515:2883-685	117.9	221
382750at33208	Complete	rb_E1.L.450503:2498-930	354.5	332
383313at33208	Complete	rb_E1.L.107399:61-1287	374.5	297
384187at33208	Duplicated	rb_E2.L.38816:2227-566	674.0	429
384187at33208	Duplicated	rb_E1.L.87821:1354-5	589.6	370
386666at33208	Complete	rb_E1.L.204482:1699-209	136.3	198
387079at33208	Duplicated	rb_E0.L.1176687:43-1260	270.0	225
387079at33208	Duplicated	rb_E1.L.100183:75-1169	229.7	240
387117at33208	Duplicated	rb_E0.L.528043:1198-113	245.9	213
387117at33208	Duplicated	rb_E1.L.308239:1398-265	245.7	213
387117at33208	Duplicated	rb_E1.L.234748:136-1155	209.7	210
387878at33208	Duplicated	rb_E1.L.354397:55-1575	406.5	346
387878at33208	Duplicated	rb_E1.L.122835:188-1642	368.6	341
389367at33208	Complete	rb_E1.L.228138:2547-1606	367.2	243
389527at33208	Duplicated	rb_E1.L.91378:3-2465	743.8	592
389527at33208	Duplicated	rb_E1.L.454380:3203-852	690.9	621
389570at33208	Duplicated	rb_E1.L.274268:1348-0	461.0	321
389570at33208	Duplicated	rb_E0.L.875720:1601-345	455.3	321
389570at33208	Duplicated	rb_E1.L.120584:71-1255	398.4	286
389591at33208	Duplicated	rb_E2.L.37570:1264-353	252.7	215
389591at33208	Duplicated	rb_E0.U.1301905:1409-513	231.4	236
390192at33208	Duplicated	rb_E1.L.70734:2526-1327	421.3	315
390192at33208	Duplicated	rb_E2.L.43167:47-1249	374.4	315
390402at33208	Duplicated	rb_E2.L.19211:1670-801	337.8	235
390402at33208	Duplicated	rb_E2.L.40709:33-887	290.5	235
391896at33208	Duplicated	rb_E0.L.848811:183-1235	421.5	263
391896at33208	Duplicated	rb_E1.L.278892:132-1211	409.7	266
391896at33208	Duplicated	rb_E1.L.420780:1343-456	373.7	239
393219at33208	Duplicated	rb_E1.L.364676:108-1226	224.4	223
393219at33208	Duplicated	rb_E1.L.237384:154-1152	218.6	238
393291at33208	Duplicated	rb_E1.L.215318:803-1933	516.8	302
393291at33208	Duplicated	rb_E2.L.40910:342-1487	498.1	300
393291at33208	Duplicated	rb_E1.L.433873:1945-713	480.9	291
393291at33208	Duplicated	rb_E0.L.692070:1528-452	468.7	289
393419at33208	Complete	rb_E1.L.287535:1862-255	518.1	426
393895at33208	Duplicated	rb_E1.L.160529:2541-1129	699.8	425
393895at33208	Duplicated	rb_E1.L.285142:57-1529	698.3	423
395147at33208	Complete	rb_E1.L.151830:56-1426	336.8	262
395183at33208	Duplicated	rb_E1.L.62685:12-677	303.8	173
395183at33208	Duplicated	rb_E1.L.247781:2023-857	268.8	172
395556at33208	Duplicated	rb_E1.L.118428:83-1045	318.9	246
395556at33208	Duplicated	rb_E1.L.264702:1184-219	300.0	242
395919at33208	Complete	rb_E1.L.131172:189-2006	338.9	251
395948at33208	Duplicated	rb_E1.L.78918:809-2671	336.6	291
395948at33208	Duplicated	rb_E1.L.223896:520-2418	287.2	281
396237at33208	Duplicated	rb_E2.L.7989:1279-329	251.3	256
396237at33208	Duplicated	rb_E0.S.1271048:1715-702	230.5	255
396237at33208	Duplicated	rb_E1.L.69999:1123-329	229.9	200
397019at33208	Duplicated	rb_E1.L.189075:55-1239	567.7	323
397019at33208	Duplicated	rb_E1.L.262725:48-1172	565.1	303
397019at33208	Duplicated	rb_E2.L.39639:1733-609	565.1	303
397659at33208	Duplicated	rb_E1.L.70193:1947-418	340.1	349
397659at33208	Duplicated	rb_E0.L.804174:114-1637	317.1	321
398013at33208	Duplicated	rb_E0.L.749578:1179-238	519.4	278
398013at33208	Duplicated	rb_E1.L.321035:5381-6322	519.4	278
398013at33208	Duplicated	rb_E1.L.198350:79-1023	503.2	278
398202at33208	Complete	rb_E1.L.61500:59-1225	302.0	279
398607at33208	Duplicated	rb_E0.S.1282143:52-825	360.6	219
398607at33208	Duplicated	rb_E0.L.870524:1495-716	356.2	218
399092at33208	Duplicated	rb_E2.L.38232:66-929	283.1	182
399092at33208	Duplicated	rb_E0.L.748358:215-1096	283.0	181
399092at33208	Duplicated	rb_E2.L.6940:1785-895	278.1	180
399439at33208	Duplicated	rb_E0.L.1141197:1982-1233	170.1	172
399439at33208	Duplicated	rb_E1.L.365056:424-1173	170.0	171
399439at33208	Duplicated	rb_E1.L.59753:1524-775	170.0	171
399439at33208	Duplicated	rb_E1.L.251385:2164-1169	153.4	171
400042at33208	Duplicated	rb_E0.L.1115157:493-1542	259.3	273
400042at33208	Duplicated	rb_E0.L.973437:1298-273	252.2	280
400042at33208	Duplicated	rb_E1.L.382076:291-1316	252.2	280
401196at33208	Duplicated	rb_E1.L.116044:180-989	230.2	168
401196at33208	Duplicated	rb_E0.L.1212452:1802-2620	225.3	170
401220at33208	Complete	rb_E1.L.96017:1868-627	440.2	379
401679at33208	Duplicated	rb_E1.L.223595:628-1161	67.1	86
401679at33208	Duplicated	rb_E1.L.388962:60-1097	66.2	68
401679at33208	Duplicated	rb_E0.L.1193520:1312-275	66.1	68
401779at33208	Duplicated	rb_E1.L.373775:1565-561	470.8	275
401779at33208	Duplicated	rb_E1.L.435045:43-1026	454.8	264
401779at33208	Duplicated	rb_E1.L.440105:132-1115	454.8	264
401779at33208	Duplicated	rb_E2.L.42172:43-1026	454.8	264
403171at33208	Complete	rb_E2.L.24373:3864-2251	282.6	350
403817at33208	Duplicated	rb_E1.L.131350:925-272	62.8	95
403817at33208	Duplicated	rb_E1.L.56218:1155-272	60.9	111
403817at33208	Duplicated	rb_E0.L.1127968:203-1120	54.5	128
404988at33208	Duplicated	rb_E1.L.70254:75-1394	282.0	299
404988at33208	Duplicated	rb_E1.L.315438:39-1985	243.1	292
405257at33208	Duplicated	rb_E1.L.53122:2496-823	385.4	348
405257at33208	Duplicated	rb_E1.L.298302:2199-676	345.1	352
405257at33208	Duplicated	rb_E0.L.1079086:2-1375	335.3	305
406927at33208	Duplicated	rb_E1.L.230286:2002-983	155.2	130
406927at33208	Duplicated	rb_E1.L.54860:9-602	147.6	124
407472at33208	Complete	rb_E0.L.798799:1842-235	511.9	366
409006at33208	Duplicated	rb_E1.L.238390:60-1262	296.3	317
409006at33208	Duplicated	rb_E0.L.1146385:60-1352	292.0	314
409006at33208	Duplicated	rb_E1.L.127147:4-729	257.2	201
409186at33208	Duplicated	rb_E1.L.231098:100-2226	414.7	477
409186at33208	Duplicated	rb_E1.L.115453:2391-94	357.5	597
411515at33208	Duplicated	rb_E1.L.193454:3175-2225	364.5	262
411515at33208	Duplicated	rb_E1.L.327896:3247-2297	364.5	262
411515at33208	Duplicated	rb_E1.L.274144:5271-4375	323.9	260
411664at33208	Duplicated	rb_E1.L.99677:1161-46	139.2	197
411664at33208	Duplicated	rb_E1.L.53962:233-1351	138.6	197
411664at33208	Duplicated	rb_E0.L.682723:756-46	137.2	158
411755at33208	Duplicated	rb_E1.L.99302:4005-2578	514.3	383
411755at33208	Duplicated	rb_E2.L.38609:41-1393	492.0	375
412370at33208	Duplicated	rb_E0.L.557969:868-128	105.0	158
412370at33208	Duplicated	rb_E0.L.776490:1329-574	94.3	133
412542at33208	Complete	rb_E0.L.718117:279-1154	354.7	232
412930at33208	Duplicated	rb_E1.L.103266:1592-303	333.0	267
412930at33208	Duplicated	rb_E1.L.225642:34-1374	316.9	301
413334at33208	Duplicated	rb_E0.L.1181416:2139-1027	313.3	283
413334at33208	Duplicated	rb_E0.L.540710:1820-708	313.3	283
414001at33208	Complete	rb_E0.S.1285088:192-1103	423.1	274
414571at33208	Duplicated	rb_E0.L.1056908:1229-276	439.3	250
414571at33208	Duplicated	rb_E0.L.580772:179-766	384.4	186
414579at33208	Duplicated	rb_E0.L.1001834:81-953	365.5	249
414579at33208	Duplicated	rb_E1.L.78185:81-953	365.5	249
414579at33208	Duplicated	rb_E1.L.224644:387-1259	324.2	248
414603at33208	Complete	rb_E0.L.794372:2795-843	453.0	487
415618at33208	Duplicated	rb_E0.L.1163468:1204-371	240.6	179
415618at33208	Duplicated	rb_E1.L.235869:416-1327	240.0	179
415618at33208	Duplicated	rb_E1.L.236858:1444-533	240.0	179
415618at33208	Duplicated	rb_E1.L.401885:549-1490	231.1	213
415618at33208	Duplicated	rb_E1.L.92205:549-1598	230.8	213
416175at33208	Duplicated	rb_E1.L.57801:1910-1050	333.0	261
416175at33208	Duplicated	rb_E0.L.749237:3936-2971	327.4	255
416175at33208	Duplicated	rb_E1.L.257145:6-938	325.2	250
418979at33208	Duplicated	rb_E0.L.733098:268-834	227.5	168
418979at33208	Duplicated	rb_E1.L.140960:1981-1415	227.5	168
418979at33208	Duplicated	rb_E1.L.158373:2153-1587	227.5	168
418979at33208	Duplicated	rb_E1.L.210060:1721-1155	227.5	168
418979at33208	Duplicated	rb_E1.L.354740:2153-1587	227.5	168
418979at33208	Duplicated	rb_E1.L.94935:616-1182	227.5	168
418979at33208	Duplicated	rb_E2.L.20159:2263-1697	227.5	168
418979at33208	Duplicated	rb_E2.L.27302:616-1182	227.5	168
418979at33208	Duplicated	rb_E2.L.44269:1817-1251	227.5	168
418979at33208	Duplicated	rb_E2.L.47405:1838-1272	227.5	168
418979at33208	Duplicated	rb_E2.L.48654:1287-721	227.5	168
418979at33208	Duplicated	rb_E3.L.2080:616-1182	227.5	168
418979at33208	Duplicated	rb_E3.L.3183:1979-1413	227.5	168
418979at33208	Duplicated	rb_E2.L.43754:98-655	219.3	156
418979at33208	Duplicated	rb_E1.L.230453:98-655	219.2	156
418979at33208	Duplicated	rb_E1.L.446612:889-332	219.2	155
419502at33208	Duplicated	rb_E2.L.40366:1123-290	303.0	229
419502at33208	Duplicated	rb_E1.L.74700:1021-203	295.1	216
419914at33208	Duplicated	rb_E2.L.9715:462-1730	359.0	324
419914at33208	Duplicated	rb_E0.L.714845:242-1531	344.4	331
419914at33208	Duplicated	rb_E1.L.237398:1359-76	344.3	331
421396at33208	Duplicated	rb_E2.L.40149:128-1006	386.3	237
421396at33208	Duplicated	rb_E2.L.37542:426-1250	373.5	234
421685at33208	Duplicated	rb_E0.L.532795:1027-44	235.2	202
421685at33208	Duplicated	rb_E1.L.267128:175-1236	217.9	205
421685at33208	Duplicated	rb_E0.L.1206523:194-1255	217.9	205
421732at33208	Complete	rb_E1.L.121571:3658-2423	236.4	288
422158at33208	Duplicated	rb_E1.L.446609:1727-783	419.4	280
422158at33208	Duplicated	rb_E1.L.246918:630-1484	360.7	250
422751at33208	Complete	rb_E1.L.235434:154-1443	497.4	347
423799at33208	Duplicated	rb_E1.L.171198:23-874	312.5	253
423799at33208	Duplicated	rb_E1.L.366116:23-874	312.5	253
423799at33208	Duplicated	rb_E0.L.510917:1764-577	305.1	253
423799at33208	Duplicated	rb_E0.L.813329:1350-577	285.6	230
423799at33208	Duplicated	rb_E1.L.459640:1001-147	280.6	250
423848at33208	Complete	rb_E1.L.232734:232-1179	292.3	233
424392at33208	Duplicated	rb_E1.L.231158:24-851	389.2	230
424392at33208	Duplicated	rb_E1.L.313980:259-1083	385.3	230
424392at33208	Duplicated	rb_E1.L.58147:2959-2135	384.6	231
424392at33208	Duplicated	rb_E2.L.14474:259-1083	384.6	231
424392at33208	Duplicated	rb_E2.L.8668:259-1083	384.6	231
424392at33208	Duplicated	rb_E0.L.1185761:1641-904	353.6	203
424569at33208	Duplicated	rb_E1.L.61811:138-1226	272.7	159
424569at33208	Duplicated	rb_E2.L.13099:7196-5871	272.6	159
424569at33208	Duplicated	rb_E1.L.252633:2173-1169	255.3	158
424646at33208	Complete	rb_E0.S.1271835:2770-2099	130.2	165
427349at33208	Duplicated	rb_E0.L.638966:1411-458	388.9	242
427349at33208	Duplicated	rb_E1.L.83645:1590-637	388.9	242
427349at33208	Duplicated	rb_E1.L.236374:1535-588	379.1	242
427349at33208	Duplicated	rb_E1.L.434499:61-1008	379.1	242
427789at33208	Duplicated	rb_E1.L.64551:150-1628	618.0	396
427789at33208	Duplicated	rb_E2.L.40411:215-1708	581.9	399
428202at33208	Duplicated	rb_E1.L.86405:1848-505	567.3	351
428202at33208	Duplicated	rb_E1.L.235249:2832-1549	500.9	348
428754at33208	Duplicated	rb_E1.L.123143:2193-586	252.8	338
428754at33208	Duplicated	rb_E2.L.39819:157-1008	249.8	264
429011at33208	Duplicated	rb_E1.L.59090:1878-1141	173.7	165
429011at33208	Duplicated	rb_E1.L.243208:989-264	166.3	160
429274at33208	Duplicated	rb_E2.L.9832:1365-472	239.5	201
429274at33208	Duplicated	rb_E1.L.242560:1783-884	224.3	195
429274at33208	Duplicated	rb_E1.L.437867:1822-923	224.3	195
429751at33208	Complete	rb_E0.L.670466:2139-298	282.7	421
430701at33208	Duplicated	rb_E1.L.224477:1688-984	197.9	186
430701at33208	Duplicated	rb_E1.L.289716:1643-939	197.9	186
430701at33208	Duplicated	rb_E1.L.73235:395-1096	190.6	187
430701at33208	Duplicated	rb_E0.L.1186416:1033-332	190.5	187
432050at33208	Complete	rb_E1.L.442818:1065-127	401.2	244
432155at33208	Duplicated	rb_E1.L.94188:78-938	210.6	172
432155at33208	Duplicated	rb_E1.L.247714:210-1034	199.7	156
432287at33208	Complete	rb_E1.L.93333:164-1843	162.6	239
432522at33208	Duplicated	rb_E0.L.749802:1558-833	106.9	116
432522at33208	Duplicated	rb_E1.L.328395:823-260	98.6	123
432522at33208	Duplicated	rb_E1.L.61082:1013-159	96.8	123
433216at33208	Duplicated	rb_E1.L.303188:1310-330	340.8	261
433216at33208	Duplicated	rb_E1.L.206708:75-1097	337.4	245
433606at33208	Duplicated	rb_E1.L.240969:2292-1543	324.8	223
